,Content ID,Content Type,Category,Type,Datetime,Sentiment,Score
1450,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,intrigued,2021-03-17 00:43:52,positive,45.0
1451,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,scared,2020-07-02 12:52:52,negative,15.0
1452,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,intrigued,2021-03-05 17:00:37,positive,45.0
1453,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,interested,2021-04-17 04:47:55,positive,30.0
1454,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,heart,2020-12-19 12:17:27,positive,60.0
1455,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,love,2020-11-27 03:06:16,positive,65.0
1456,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,want,2021-01-07 10:24:20,positive,70.0
1457,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,interested,2020-08-21 13:35:04,positive,30.0
1458,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,super love,2020-10-06 09:10:59,positive,75.0
1459,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,want,2020-10-07 18:13:22,positive,70.0
1460,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,hate,2020-11-03 05:25:42,negative,5.0
1461,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,love,2021-04-02 07:27:56,positive,65.0
1462,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,interested,2021-03-14 05:40:43,positive,30.0
1463,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,want,2021-04-10 15:19:33,positive,70.0
1464,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,intrigued,2021-05-30 08:54:24,positive,45.0
1465,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,heart,2021-03-16 15:52:11,positive,60.0
1466,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,like,2020-11-01 05:54:05,positive,50.0
1467,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,love,2021-03-22 15:50:47,positive,65.0
1468,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,intrigued,2020-10-31 07:30:10,positive,45.0
1469,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,adore,2020-10-14 07:33:22,positive,72.0
1470,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,interested,2020-11-23 13:56:32,positive,30.0
1471,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,interested,2020-12-21 16:29:54,positive,30.0
1472,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,heart,2020-12-19 23:12:17,positive,60.0
1473,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,adore,2020-10-20 13:38:23,positive,72.0
1474,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,like,2021-05-24 13:11:09,positive,50.0
1475,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,2020-12-27 23:36:09,negative,0.0
1476,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,indifferent,2021-05-03 17:58:20,neutral,20.0
1477,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,adore,2021-06-07 07:05:10,positive,72.0
1478,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,dislike,2021-04-04 10:31:09,negative,10.0
1479,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,peeking,2020-12-26 14:15:22,neutral,35.0
1480,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,interested,2020-09-30 06:52:38,positive,30.0
1481,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,super love,2020-09-22 20:24:49,positive,75.0
1482,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,2020-10-20 13:31:02,negative,0.0
1483,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,indifferent,2021-05-10 19:50:48,neutral,20.0
1484,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,cherish,2021-01-16 16:51:47,positive,70.0
1485,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,want,2021-05-29 19:52:18,positive,70.0
1486,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,cherish,2021-01-21 05:51:26,positive,70.0
1487,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,worried,2020-07-07 00:18:30,negative,12.0
1488,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,heart,2020-07-17 07:24:58,positive,60.0
1489,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,want,2020-10-01 06:49:50,positive,70.0
1490,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,disgust,2021-03-25 19:36:23,negative,0.0
1491,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,want,2020-06-24 02:21:02,positive,70.0
1492,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,intrigued,2020-11-27 14:14:50,positive,45.0
1493,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,heart,2021-03-18 08:05:38,positive,60.0
1494,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,peeking,2020-10-08 20:41:59,neutral,35.0
1495,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,love,2021-01-15 17:51:07,positive,65.0
1496,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,scared,2020-09-21 06:19:00,negative,15.0
1497,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,adore,2020-10-31 19:23:12,positive,72.0
1498,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,super love,2020-08-22 06:23:12,positive,75.0
1499,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,indifferent,2020-08-14 01:27:29,neutral,20.0
1500,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,love,2020-08-15 09:23:18,positive,65.0
1501,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,worried,2021-03-05 15:05:30,negative,12.0
1502,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,scared,2020-06-21 23:20:09,negative,15.0
1503,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,cherish,2021-03-22 03:23:28,positive,70.0
1504,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,peeking,2021-01-24 21:57:36,neutral,35.0
1505,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,scared,2020-10-01 12:42:24,negative,15.0
1506,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,like,2020-09-02 20:54:36,positive,50.0
1507,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,heart,2021-05-30 14:23:22,positive,60.0
1508,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,heart,2021-04-14 20:19:47,positive,60.0
1509,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,worried,2020-09-29 08:11:26,negative,12.0
1510,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,heart,2021-04-02 01:09:10,positive,60.0
1511,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,scared,2020-09-09 03:27:44,negative,15.0
1512,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,hate,2021-01-16 06:38:03,negative,5.0
1513,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,scared,2020-08-21 02:25:14,negative,15.0
1514,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,scared,2020-12-25 02:31:16,negative,15.0
1515,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,scared,2021-06-17 07:13:02,negative,15.0
1516,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,peeking,2020-07-28 21:19:19,neutral,35.0
1517,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,interested,2021-01-05 16:22:51,positive,30.0
1518,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,love,2021-04-17 18:23:17,positive,65.0
1519,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,like,2021-01-02 19:46:33,positive,50.0
1520,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,adore,2021-02-25 17:02:51,positive,72.0
1521,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,dislike,2021-06-14 14:19:00,negative,10.0
1522,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,super love,2021-04-10 20:57:59,positive,75.0
1523,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,super love,2020-09-14 06:07:47,positive,75.0
1524,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,peeking,2021-04-21 19:35:00,neutral,35.0
1525,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,adore,2021-02-07 15:53:41,positive,72.0
1526,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,cherish,2020-09-23 08:59:17,positive,70.0
1527,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,interested,2020-09-18 01:17:36,positive,30.0
1528,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,adore,2020-12-09 12:23:18,positive,72.0
1529,a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,GIF,education,intrigued,2020-07-25 09:08:10,positive,45.0
1530,a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,GIF,education,adore,2021-02-24 15:42:08,positive,72.0
1531,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,disgust,2020-11-26 14:04:36,negative,0.0
1532,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,super love,2020-11-05 16:46:07,positive,75.0
1533,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,adore,2021-03-12 22:52:15,positive,72.0
1534,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,super love,2021-01-17 14:50:17,positive,75.0
1535,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,intrigued,2020-11-05 11:22:12,positive,45.0
1536,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,super love,2020-10-09 20:54:07,positive,75.0
1537,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,intrigued,2021-02-26 01:20:51,positive,45.0
1538,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,adore,2020-07-27 03:21:58,positive,72.0
1539,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,heart,2020-08-12 18:16:14,positive,60.0
1540,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,peeking,2021-02-15 06:04:17,neutral,35.0
1541,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,adore,2021-04-29 07:44:25,positive,72.0
1542,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,adore,2021-05-25 03:50:03,positive,72.0
1543,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,heart,2020-08-17 21:09:56,positive,60.0
1544,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,peeking,2021-02-02 08:43:15,neutral,35.0
1545,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,intrigued,2021-05-15 18:50:52,positive,45.0
1546,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,like,2020-12-05 13:29:54,positive,50.0
1547,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,scared,2021-01-22 06:12:13,negative,15.0
1548,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,heart,2020-10-29 23:33:26,positive,60.0
1549,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,intrigued,2021-04-29 07:54:37,positive,45.0
1550,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,dislike,2020-11-03 21:49:29,negative,10.0
1551,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,hate,2020-08-07 00:14:01,negative,5.0
1552,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,like,2020-10-01 08:21:10,positive,50.0
1553,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,indifferent,2021-06-08 15:59:55,neutral,20.0
1554,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,indifferent,2021-03-26 02:21:45,neutral,20.0
1555,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,like,2020-10-25 23:08:18,positive,50.0
1556,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,adore,2020-07-11 23:08:34,positive,72.0
1557,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,love,2021-05-10 07:25:04,positive,65.0
1558,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,worried,2021-01-02 03:56:02,negative,12.0
1559,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,intrigued,2021-06-12 20:42:51,positive,45.0
1560,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,want,2021-06-12 19:31:08,positive,70.0
1561,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,peeking,2021-04-04 17:09:51,neutral,35.0
1562,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,super love,2020-06-22 11:05:47,positive,75.0
1563,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,cherish,2021-01-29 20:19:27,positive,70.0
1564,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,scared,2020-07-12 03:26:20,negative,15.0
1565,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,adore,2020-09-18 16:25:41,positive,72.0
1566,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,indifferent,2021-01-05 18:27:43,neutral,20.0
1567,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,indifferent,2020-08-11 23:21:18,neutral,20.0
1568,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,interested,2020-11-05 14:26:44,positive,30.0
1569,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,hate,2020-10-12 18:22:50,negative,5.0
1570,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,interested,2021-01-13 14:23:48,positive,30.0
1571,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,hate,2021-06-07 23:57:54,negative,5.0
1572,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,dislike,2020-08-24 17:02:52,negative,10.0
1573,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,super love,2020-09-12 05:58:02,positive,75.0
1574,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,scared,2020-09-25 11:34:57,negative,15.0
1575,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,love,2021-02-08 07:38:54,positive,65.0
1576,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,like,2020-11-16 19:14:55,positive,50.0
1577,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,interested,2020-12-09 01:01:44,positive,30.0
1578,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,super love,2020-09-09 01:00:29,positive,75.0
1579,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,2020-12-03 11:30:02,negative,0.0
1580,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,heart,2020-09-14 11:25:21,positive,60.0
1581,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,dislike,2020-10-17 11:51:03,negative,10.0
1582,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,dislike,2020-08-11 01:24:29,negative,10.0
1583,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,heart,2020-09-13 17:03:47,positive,60.0
1584,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,interested,2020-08-23 14:28:03,positive,30.0
1585,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,2021-04-13 07:30:34,negative,0.0
1586,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,scared,2020-06-23 18:32:53,negative,15.0
1587,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,cherish,2020-07-05 00:49:30,positive,70.0
1588,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,heart,2020-07-31 09:20:37,positive,60.0
1589,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,worried,2020-12-01 09:38:43,negative,12.0
1590,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,hate,2021-04-30 21:38:58,negative,5.0
1591,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,peeking,2020-09-24 03:31:07,neutral,35.0
1592,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,dislike,2020-07-19 03:53:21,negative,10.0
1593,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,want,2021-01-12 21:58:48,positive,70.0
1594,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,heart,2020-09-28 17:44:31,positive,60.0
1595,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,heart,2021-01-25 18:38:25,positive,60.0
1596,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,interested,2020-11-06 08:44:08,positive,30.0
1597,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,worried,2020-08-29 00:32:27,negative,12.0
1598,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,worried,2021-01-06 21:00:04,negative,12.0
1599,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,scared,2021-02-09 07:57:22,negative,15.0
1600,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,want,2021-04-29 11:05:24,positive,70.0
1601,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,interested,2021-01-03 20:02:07,positive,30.0
1602,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,scared,2021-05-13 10:28:05,negative,15.0
1603,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,like,2021-04-11 10:17:30,positive,50.0
1604,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,interested,2021-03-16 18:04:52,positive,30.0
1605,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,peeking,2021-02-01 19:27:14,neutral,35.0
1606,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,peeking,2020-11-17 16:11:02,neutral,35.0
1607,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,indifferent,2020-12-24 09:29:38,neutral,20.0
1608,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,hate,2020-12-03 01:57:05,negative,5.0
1609,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,scared,2021-05-28 19:11:40,negative,15.0
1610,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,scared,2021-01-09 21:43:48,negative,15.0
1611,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,indifferent,2020-09-26 16:46:15,neutral,20.0
1612,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,2020-06-24 06:45:10,negative,0.0
1613,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,2021-01-24 20:52:36,negative,0.0
1614,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,intrigued,2020-09-18 04:49:21,positive,45.0
1615,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,worried,2020-11-26 19:56:03,negative,12.0
1616,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,cherish,2021-02-07 17:11:31,positive,70.0
1617,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,heart,2020-11-06 19:44:57,positive,60.0
1618,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,indifferent,2020-08-13 01:26:16,neutral,20.0
1619,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,like,2021-01-03 09:18:07,positive,50.0
1620,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,like,2020-12-18 17:42:29,positive,50.0
1621,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,interested,2021-02-26 22:15:41,positive,30.0
1622,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,hate,2020-08-11 20:00:54,negative,5.0
1623,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,adore,2020-08-06 14:12:44,positive,72.0
1624,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,adore,2020-11-18 00:41:04,positive,72.0
1625,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,scared,2021-05-22 11:05:38,negative,15.0
1626,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,2020-11-25 19:43:36,negative,0.0
1627,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,adore,2021-02-09 03:59:21,positive,72.0
1628,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,adore,2020-12-25 00:06:16,positive,72.0
1629,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,heart,2021-05-16 06:36:55,positive,60.0
1630,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,scared,2020-12-20 14:50:45,negative,15.0
1631,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,interested,2020-07-30 03:15:51,positive,30.0
1632,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,cherish,2020-11-01 07:10:22,positive,70.0
1633,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,indifferent,2021-03-26 21:18:03,neutral,20.0
1634,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,like,2021-01-09 21:47:22,positive,50.0
1635,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,cherish,2021-01-07 17:03:58,positive,70.0
1636,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,2021-01-26 15:54:27,negative,0.0
1637,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,hate,2021-05-31 23:19:46,negative,5.0
1638,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,super love,2021-06-06 20:04:44,positive,75.0
1639,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,scared,2020-06-26 10:36:32,negative,15.0
1640,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,intrigued,2021-05-27 02:08:50,positive,45.0
1641,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,hate,2020-09-28 18:25:52,negative,5.0
1642,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,like,2020-11-01 16:18:09,positive,50.0
1643,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,heart,2021-06-14 22:25:16,positive,60.0
1644,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,dislike,2020-07-26 17:00:27,negative,10.0
1645,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,like,2020-07-17 02:29:41,positive,50.0
1646,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,hate,2021-02-27 11:03:54,negative,5.0
1647,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,love,2021-03-16 00:20:36,positive,65.0
1648,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,cherish,2021-02-21 11:32:16,positive,70.0
1649,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,scared,2020-07-12 00:21:36,negative,15.0
1650,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,super love,2020-09-06 17:18:03,positive,75.0
1651,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,super love,2020-07-13 23:05:54,positive,75.0
1652,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,adore,2020-10-21 22:49:14,positive,72.0
1653,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,heart,2020-09-30 10:05:00,positive,60.0
1654,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,scared,2020-08-23 19:15:15,negative,15.0
1655,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,want,2021-01-11 15:20:19,positive,70.0
1656,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,worried,2021-06-09 09:20:29,negative,12.0
1657,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,interested,2021-04-19 13:48:27,positive,30.0
1658,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,worried,2020-07-05 23:41:05,negative,12.0
1659,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,love,2020-11-20 04:18:12,positive,65.0
1660,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,dislike,2020-06-28 04:43:28,negative,10.0
1661,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,intrigued,2021-04-19 10:43:28,positive,45.0
1662,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,peeking,2020-09-20 04:27:38,neutral,35.0
1663,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,adore,2020-11-20 18:04:46,positive,72.0
1664,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,interested,2020-09-23 01:50:59,positive,30.0
1665,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,worried,2020-11-14 16:04:38,negative,12.0
1666,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,love,2020-11-15 12:00:43,positive,65.0
1667,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,love,2020-10-27 17:26:55,positive,65.0
1668,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,dislike,2020-11-30 20:34:19,negative,10.0
1669,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,peeking,2021-01-26 16:26:42,neutral,35.0
1670,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,heart,2020-12-23 15:17:34,positive,60.0
1671,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,intrigued,2020-11-11 20:14:43,positive,45.0
1672,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,cherish,2021-05-03 08:29:17,positive,70.0
1673,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,scared,2020-08-22 06:24:31,negative,15.0
1674,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,love,2021-03-31 18:15:22,positive,65.0
1675,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,adore,2020-08-28 05:33:05,positive,72.0
1676,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,dislike,2021-06-05 00:37:37,negative,10.0
1677,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,peeking,2021-05-28 09:16:29,neutral,35.0
1678,3d8fffab-6107-4d7b-9485-c610e233c91c,photo,studying,cherish,2021-05-02 04:05:58,positive,70.0
1679,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,adore,2021-06-10 10:27:58,positive,72.0
1680,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,heart,2021-03-23 02:03:11,positive,60.0
1681,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,dislike,2021-06-01 09:25:38,negative,10.0
1682,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,peeking,2020-06-23 20:43:45,neutral,35.0
1683,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,interested,2021-03-06 18:17:53,positive,30.0
1684,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,disgust,2021-03-10 19:24:16,negative,0.0
1685,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,intrigued,2020-12-26 14:51:03,positive,45.0
1686,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,dislike,2020-09-22 04:36:40,negative,10.0
1687,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,adore,2021-05-08 00:06:13,positive,72.0
1688,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,disgust,2021-06-16 16:12:42,negative,0.0
1689,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,scared,2021-01-18 12:21:42,negative,15.0
